CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,,,,,,,,,,,
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,6834,900,,,,,,,,,,,
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,3002,1002,,,,,,,,,,,
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,16727,1380,,,,,,,,,,,
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,4573,0,,,,,,,,,,,
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,15410,0,,,,,,,,,,,
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,3299,2517,,,,,,,,,,,
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,13453,2517,,,,,,,,,,,
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,6362,1705,,,,,,,,,,,
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,2679,2011,,,,,,,,,,,
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,4369,2049,,,,,,,,,,,
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,1721,1037,,,,,,,,,,,
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,2196,1619,,,,,,,,,,,
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,2845,1153,,,,,,,,,,,
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,21144,1190,,,,,,,,,,,
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,3952,0,,,,,,,,,,,
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,3518,2035,,,,,,,,,,,
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,17343,1280,,,,,,,,,,,
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,3498,0,,,,,,,,,,,
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,9121,1426,,,,,,,,,,,
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,20230,798,,,,,,,,,,,
720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,15422,864,,,,,,,,,,,
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,9132,800,,,,,,,,,,,
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,8054,1023,,,,,,,,,,,
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,1640,1444,,,,,,,,,,,
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,8739,0,,,,,,,,,,,
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,1818,0,,,,,,,,,,,
719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,24949,1749,,,,,,,,,,,
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,3115,1136,,,,,,,,,,,
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,29695,1525,,,,,,,,,,,
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,7261,1079,,,,,,,,,,,
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,1621,580,,,,,,,,,,,
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,33472,2517,,,,,,,,,,,
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,11512,988,,,,,,,,,,,
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,12463,1319,,,,,,,,,,,
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,8511,0,,,,,,,,,,,
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,4821,1426,,,,,,,,,,,
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,2480,1584,,,,,,,,,,,
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,34516,2517,,,,,,,,,,,
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,8596,2019,,,,,,,,,,,
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,7223,1963,,,,,,,,,,,
719570733,Existing Customer,52,M,2,Unknown,Single,$60K - $80K,Blue,1629,978,,,,,,,,,,,
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,17116,1289,,,,,,,,,,,
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,7216,2321,,,,,,,,,,,
710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,28397,1421,,,,,,,,,,,
709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,13720,0,,,,,,,,,,,
795991758,Existing Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,7553,660,,,,,,,,,,,
709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,2952,2517,,,,,,,,,,,
810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,11229,1054,,,,,,,,,,,
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,7109,866,,,,,,,,,,,
758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,1862,845,,,,,,,,,,,
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,4511,754,,,,,,,,,,,
804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,2533,1126,,,,,,,,,,,
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,2016,797,,,,,,,,,,,
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,3893,0,,,,,,,,,,,
788747358,Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,5530,2034,,,,,,,,,,,
713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,1737,813,,,,,,,,,,,
713777883,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,6853,1679,,,,,,,,,,,
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,34516,1190,,,,,,,,,,,
710229333,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,11068,1254,,,,,,,,,,,
720406233,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,5546,1829,,,,,,,,,,,
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,7277,504,,,,,,,,,,,
712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,9426,1574,,,,,,,,,,,
715278708,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,1594,927,,,,,,,,,,,
827049558,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,2158,1170,,,,,,,,,,,
710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,3490,1421,,,,,,,,,,,
712146558,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,2364,1619,,,,,,,,,,,
715179933,Existing Customer,49,F,2,High School,Married,Unknown,Blue,15704,0,,,,,,,,,,,
709215708,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,18253,2517,,,,,,,,,,,
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,3696,0,,,,,,,,,,,
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,8748,2284,,,,,,,,,,,
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,5608,1243,,,,,,,,,,,
716938383,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,34516,0,,,,,,,,,,,
709976358,Existing Customer,51,F,1,Unknown,Single,Less than $40K,Blue,3236,0,,,,,,,,,,,
715688958,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,2736,2043,,,,,,,,,,,
721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,5195,0,,,,,,,,,,,
709830783,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,34516,1686,,,,,,,,,,,
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,6327,0,,,,,,,,,,,
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,4728,1386,,,,,,,,,,,
721295658,Existing Customer,62,M,1,Unknown,Single,$80K - $120K,Blue,34516,2517,,,,,,,,,,,
720313083,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,6276,2289,,,,,,,,,,,
720724008,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,13430,2356,,,,,,,,,,,
712828533,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,2796,0,,,,,,,,,,,
717007458,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,2457,1051,,,,,,,,,,,
710728458,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,7075,1396,,,,,,,,,,,
717720108,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,12386,980,,,,,,,,,,,
720648483,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,32210,1115,,,,,,,,,,,
770146008,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,2136,1502,,,,,,,,,,,
714829683,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,10851,1101,,,,,,,,,,,
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,2717,1953,,,,,,,,,,,
757837458,Existing Customer,59,F,2,High School,Single,Unknown,Blue,3578,663,,,,,,,,,,,
719240358,Existing Customer,60,M,1,Unknown,Single,$60K - $80K,Blue,10698,1790,,,,,,,,,,,
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,4668,0,,,,,,,,,,,
714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,6772,0,,,,,,,,,,,
720786033,Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,10696,1206,,,,,,,,,,,
708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,11851,0,,,,,,,,,,,
818929158,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,11558,0,,,,,,,,,,,
709513458,Existing Customer,49,M,3,High School,Unknown,$60K - $80K,Blue,9551,1833,,,,,,,,,,,
717705858,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,29923,0,,,,,,,,,,,
716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,34516,1329,,,,,,,,,,,
819189108,Existing Customer,63,M,0,College,Single,$80K - $120K,Blue,9033,0,,,,,,,,,,,
716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,3675,2517,,,,,,,,,,,
714901383,Existing Customer,44,M,2,High School,Married,$80K - $120K,Blue,9183,2191,,,,,,,,,,,
718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,7924,1896,,,,,,,,,,,
713516433,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,5383,737,,,,,,,,,,,
715140933,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,21425,1459,,,,,,,,,,,
712642533,Existing Customer,38,M,3,Unknown,Unknown,$80K - $120K,Blue,32866,2098,,,,,,,,,,,
721498008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
717189183,Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,10467,1961,,,,,,,,,,,
708902883,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,12856,0,,,,,,,,,,,
817889583,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,9721,0,,,,,,,,,,,
717242058,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Blue,3981,0,,,,,,,,,,,
715628733,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,7587,0,,,,,,,,,,,
716613933,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,3417,1482,,,,,,,,,,,
712709508,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,8012,0,,,,,,,,,,,
716306583,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,3812,2517,,,,,,,,,,,
720026058,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,21378,1284,,,,,,,,,,,
756397458,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Silver,12873,0,,,,,,,,,,,
712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,20229,1217,,,,,,,,,,,
814489683,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,5387,795,,,,,,,,,,,
789111483,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,16546,1850,,,,,,,,,,,
709573533,Existing Customer,48,M,3,Uneducated,Married,$40K - $60K,Blue,11191,0,,,,,,,,,,,
807137808,Existing Customer,45,M,3,High School,Divorced,$60K - $80K,Blue,17576,0,,,,,,,,,,,
711861258,Existing Customer,65,F,1,Uneducated,Single,Less than $40K,Blue,4182,0,,,,,,,,,,,
716660583,Existing Customer,45,M,0,Graduate,Single,$40K - $60K,Blue,10271,1746,,,,,,,,,,,
717222033,Existing Customer,40,F,3,Unknown,Single,Less than $40K,Blue,1647,1198,,,,,,,,,,,
716617608,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,1560,995,,,,,,,,,,,
716786808,Existing Customer,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,1659,0,,,,,,,,,,,
718882008,Existing Customer,38,M,1,High School,Single,$120K +,Blue,22487,889,,,,,,,,,,,
770975133,Existing Customer,36,M,0,Graduate,Unknown,Less than $40K,Blue,5403,1854,,,,,,,,,,,
715234008,Existing Customer,54,F,1,High School,Single,$40K - $60K,Blue,4717,1590,,,,,,,,,,,
709326183,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,5180,1211,,,,,,,,,,,
721233033,Attrited Customer,50,M,2,High School,Single,$80K - $120K,Blue,4915,464,,,,,,,,,,,
712319958,Existing Customer,41,M,4,High School,Married,$80K - $120K,Blue,12154,2517,,,,,,,,,,,
712198983,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,3258,0,,,,,,,,,,,
772103208,Existing Customer,44,F,5,High School,Unknown,Unknown,Blue,13349,0,,,,,,,,,,,
779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,34516,0,,,,,,,,,,,
718737708,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,31458,1202,,,,,,,,,,,
821351958,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
716142858,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,10961,1391,,,,,,,,,,,
826079508,Existing Customer,48,M,2,Unknown,Unknown,$60K - $80K,Blue,8904,1886,,,,,,,,,,,
773236983,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,2498,2258,,,,,,,,,,,
826717533,Existing Customer,42,M,3,Graduate,Unknown,$80K - $120K,Blue,16105,724,,,,,,,,,,,
789334458,Existing Customer,43,F,3,Graduate,Unknown,Unknown,Silver,34516,1858,,,,,,,,,,,
814092858,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,2222,694,,,,,,,,,,,
708355683,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,16815,0,,,,,,,,,,,
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,11538,0,,,,,,,,,,,
789964983,Attrited Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,9569,0,,,,,,,,,,,
720303933,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,3340,1282,,,,,,,,,,,
708665133,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,3654,1172,,,,,,,,,,,
828236133,Existing Customer,49,M,2,Graduate,Married,$40K - $60K,Blue,10541,1387,,,,,,,,,,,
712000758,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,34516,1959,,,,,,,,,,,
715378383,Existing Customer,43,F,4,Graduate,Single,Unknown,Silver,34516,1893,,,,,,,,,,,
769985883,Existing Customer,45,M,2,Graduate,Single,$80K - $120K,Blue,1613,0,,,,,,,,,,,
709297608,Attrited Customer,38,M,3,College,Single,$80K - $120K,Blue,1438.3,0,,,,,,,,,,,
716971833,Existing Customer,40,F,2,Uneducated,Married,Unknown,Blue,13126,0,,,,,,,,,,,
801373833,Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,1922,710,,,,,,,,,,,
716040783,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Silver,14521,0,,,,,,,,,,,
817977933,Attrited Customer,63,F,0,Graduate,Single,Less than $40K,Blue,1931,1531,,,,,,,,,,,
827055333,Existing Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,8513,1042,,,,,,,,,,,
772116408,Existing Customer,50,M,1,High School,Single,$40K - $60K,Blue,2421,1029,,,,,,,,,,,
734924658,Existing Customer,47,F,5,High School,Married,Less than $40K,Blue,1478,792,,,,,,,,,,,
711775383,Existing Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,2466,0,,,,,,,,,,,
715019058,Existing Customer,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,2501,1845,,,,,,,,,,,
780715683,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,13602,0,,,,,,,,,,,
827341383,Existing Customer,38,M,3,Graduate,Single,Less than $40K,Blue,3094,1317,,,,,,,,,,,
708757233,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,2485,1489,,,,,,,,,,,
710504283,Existing Customer,50,M,1,Uneducated,Married,$80K - $120K,Blue,14817,1463,,,,,,,,,,,
713919183,Existing Customer,50,M,3,Unknown,Married,$80K - $120K,Blue,13824,1582,,,,,,,,,,,
713171358,Existing Customer,46,F,4,College,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
773140683,Existing Customer,51,M,0,Unknown,Married,$60K - $80K,Blue,3797,1202,,,,,,,,,,,
716358033,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,6189,0,,,,,,,,,,,
826410708,Existing Customer,40,M,4,Unknown,Married,$60K - $80K,Blue,22956,1407,,,,,,,,,,,
789717708,Existing Customer,49,F,1,Unknown,Married,$40K - $60K,Blue,3943,1135,,,,,,,,,,,
711679533,Existing Customer,54,M,2,Post-Graduate,Divorced,$120K +,Blue,5569,968,,,,,,,,,,,
711342483,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,2418,1720,,,,,,,,,,,
720242733,Existing Customer,45,M,4,Unknown,Single,Less than $40K,Blue,1963,1549,,,,,,,,,,,
721213833,Existing Customer,46,F,2,High School,Unknown,Unknown,Blue,7966,1423,,,,,,,,,,,
756624183,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,7742,2024,,,,,,,,,,,
717622308,Existing Customer,63,F,0,High School,Single,Less than $40K,Blue,2074,1688,,,,,,,,,,,
714629358,Attrited Customer,54,F,3,Graduate,Divorced,$40K - $60K,Blue,4948,0,,,,,,,,,,,
744307008,Existing Customer,51,M,1,Uneducated,Married,$60K - $80K,Blue,4988,0,,,,,,,,,,,
708871158,Existing Customer,60,M,1,Graduate,Single,$60K - $80K,Silver,28701,0,,,,,,,,,,,
710979033,Existing Customer,30,M,0,Unknown,Single,$40K - $60K,Blue,6607,2517,,,,,,,,,,,
818903583,Existing Customer,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,16034,1597,,,,,,,,,,,
712980333,Existing Customer,33,M,3,Graduate,Divorced,$60K - $80K,Blue,24149,1848,,,,,,,,,,,
717655458,Existing Customer,40,F,2,Uneducated,Unknown,$40K - $60K,Silver,16903,1507,,,,,,,,,,,
822112383,Existing Customer,52,M,3,College,Married,$60K - $80K,Blue,1438.3,0,,,,,,,,,,,
711538758,Attrited Customer,39,M,5,Graduate,Single,$60K - $80K,Blue,24657,633,,,,,,,,,,,
719987733,Attrited Customer,51,F,3,Unknown,Single,$40K - $60K,Blue,5026,0,,,,,,,,,,,
719184783,Existing Customer,51,F,1,Graduate,Single,Unknown,Blue,9352,1429,,,,,,,,,,,
715857183,Existing Customer,46,M,2,College,Single,$60K - $80K,Blue,4939,1296,,,,,,,,,,,
719657583,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,9502,2457,,,,,,,,,,,
789713208,Attrited Customer,62,F,0,Doctorate,Single,Less than $40K,Blue,2936,326,,,,,,,,,,,
802031583,Existing Customer,53,M,2,Uneducated,Single,$80K - $120K,Blue,22855,0,,,,,,,,,,,
711529383,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,6602,1224,,,,,,,,,,,
715371108,Attrited Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,3728,0,,,,,,,,,,,
712988958,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,2021,1731,,,,,,,,,,,
713005908,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,2255,1733,,,,,,,,,,,
712236483,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Gold,15704,1991,,,,,,,,,,,
711852783,Existing Customer,46,M,2,Unknown,Married,$60K - $80K,Blue,5746,1572,,,,,,,,,,,
780056733,Existing Customer,36,M,3,Unknown,Single,$40K - $60K,Blue,8436,2517,,,,,,,,,,,
796903083,Attrited Customer,47,F,1,Doctorate,Married,$40K - $60K,Blue,1438.3,0,,,,,,,,,,,
716014983,Existing Customer,56,F,3,High School,Single,Less than $40K,Blue,8340,1902,,,,,,,,,,,
712521783,Existing Customer,54,M,3,Graduate,Unknown,$80K - $120K,Blue,15108,1288,,,,,,,,,,,
780045708,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Silver,15104,1204,,,,,,,,,,,
719488008,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,2490,1281,,,,,,,,,,,
771575058,Existing Customer,45,M,1,Graduate,Married,Less than $40K,Blue,2009,1795,,,,,,,,,,,
772137183,Attrited Customer,52,M,2,Graduate,Single,$120K +,Blue,31668,810,,,,,,,,,,,
779709033,Existing Customer,46,M,4,Unknown,Married,$60K - $80K,Blue,5735,2410,,,,,,,,,,,
709716258,Existing Customer,48,M,3,High School,Unknown,$80K - $120K,Blue,7633,1707,,,,,,,,,,,
737986083,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,23642,2049,,,,,,,,,,,
713343333,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,6698,1327,,,,,,,,,,,
779331558,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714973758,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,1438.3,1002,,,,,,,,,,,
718009158,Existing Customer,50,F,3,Uneducated,Single,Less than $40K,Blue,2563,1860,,,,,,,,,,,
789597408,Existing Customer,39,F,1,Post-Graduate,Single,$40K - $60K,Silver,17814,0,,,,,,,,,,,
712165308,Existing Customer,45,F,2,Doctorate,Single,Unknown,Blue,7738,947,,,,,,,,,,,
821768658,Attrited Customer,52,M,0,Unknown,Single,$120K +,Blue,13114,2247,,,,,,,,,,,
719341683,Existing Customer,42,M,2,Unknown,Married,$120K +,Blue,34516,1067,,,,,,,,,,,
708637758,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,17345,545,,,,,,,,,,,
779974758,Existing Customer,51,M,2,College,Single,$120K +,Blue,8706,868,,,,,,,,,,,
821815458,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,19272,1519,,,,,,,,,,,
711708408,Existing Customer,52,F,3,High School,Married,Unknown,Blue,4798,0,,,,,,,,,,,
812449758,Attrited Customer,43,M,3,High School,Single,$60K - $80K,Blue,12254,0,,,,,,,,,,,
715682208,Existing Customer,49,M,3,Doctorate,Married,$80K - $120K,Blue,9549,0,,,,,,,,,,,
719914908,Existing Customer,37,M,2,Uneducated,Divorced,Less than $40K,Silver,11568,1846,,,,,,,,,,,
714744783,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,6197,1219,,,,,,,,,,,
710809833,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,34516,0,,,,,,,,,,,
720942333,Existing Customer,49,M,2,Unknown,Married,$40K - $60K,Blue,5137,0,,,,,,,,,,,
709423158,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,1791,1337,,,,,,,,,,,
718307433,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,7238,2111,,,,,,,,,,,
772607433,Existing Customer,50,M,3,High School,Married,$80K - $120K,Blue,4514,2016,,,,,,,,,,,
801709308,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,5366,968,,,,,,,,,,,
778502958,Existing Customer,47,M,3,Unknown,Divorced,$60K - $80K,Silver,29812,2031,,,,,,,,,,,
806656083,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,9559,1514,,,,,,,,,,,
823635033,Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,8353,1535,,,,,,,,,,,
718739508,Existing Customer,51,F,5,Unknown,Married,Less than $40K,Blue,5455,1217,,,,,,,,,,,
709272333,Existing Customer,59,F,1,Uneducated,Unknown,Less than $40K,Blue,9899,2023,,,,,,,,,,,
721538883,Existing Customer,45,M,4,Graduate,Single,$40K - $60K,Silver,15578,0,,,,,,,,,,,
718835583,Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,15641,2379,,,,,,,,,,,
827970933,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,3504,1698,,,,,,,,,,,
719888358,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Blue,18432,1422,,,,,,,,,,,
717030633,Existing Customer,46,M,4,College,Single,$60K - $80K,Blue,2369,1405,,,,,,,,,,,
815085708,Attrited Customer,60,F,0,High School,Single,$40K - $60K,Blue,10882,2517,,,,,,,,,,,
716332533,Existing Customer,38,F,3,Unknown,Unknown,$40K - $60K,Blue,3509,1819,,,,,,,,,,,
822964683,Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,2469,1491,,,,,,,,,,,
719335233,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,14335,938,,,,,,,,,,,
779683683,Existing Customer,47,M,3,High School,Single,$40K - $60K,Blue,4005,1985,,,,,,,,,,,
712653183,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,1976,1694,,,,,,,,,,,
715485483,Attrited Customer,39,F,5,Graduate,Married,Less than $40K,Blue,3664,0,,,,,,,,,,,
788912658,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,3734,0,,,,,,,,,,,
711396483,Existing Customer,40,M,2,Graduate,Single,$40K - $60K,Blue,6033,0,,,,,,,,,,,
789220008,Existing Customer,56,M,3,High School,Married,$80K - $120K,Blue,4531,0,,,,,,,,,,,
716436483,Existing Customer,45,F,3,Uneducated,Unknown,Less than $40K,Blue,6245,0,,,,,,,,,,,
717661908,Existing Customer,37,M,5,Doctorate,Single,$80K - $120K,Silver,34516,0,,,,,,,,,,,
778459833,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,11880,2025,,,,,,,,,,,
769448658,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,4188,0,,,,,,,,,,,
820346133,Existing Customer,59,F,2,Uneducated,Single,Less than $40K,Blue,9344,1334,,,,,,,,,,,
720119808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,24126,948,,,,,,,,,,,
721523658,Existing Customer,46,M,5,High School,Unknown,$120K +,Blue,34516,772,,,,,,,,,,,
711176133,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,2295,1015,,,,,,,,,,,
